filename,treeno,tree,sentence
nw/wsj/00/wsj_0043,44,"(TOP (SINV (`` ``)(S-TPC-1 (NP-SBJ (PRP They))(VP (VBP do)(RB n't)(VP (VB want)(S (NP-SBJ (NNP Japan))(VP (TO to)(VP (VP (VB monopolize)(NP (DT the)(NN region)))(CC and)(VP (VB sew)(NP (PRP it))(PRT (RP up)))))))))(, ,)('' '')(VP (VBZ says)(S (-NONE- *T*-1)))(NP-SBJ (NP (NNP Chong)(HYPH -)(NNP sik)(NNP Lee))(, ,)(NP (NP (NN professor))(PP (IN of)(NP (JJ East)(JJ Asian)(NNS politics)))(PP-LOC (IN at)(NP (NP (DT the)(NNP University))(PP (IN of)(NP (NNP Pennsylvania)))))))(. .)))","`` They do n't want Japan to monopolize the region and sew it up , '' says *T*-1 Chong - sik Lee , professor of East Asian politics at the University of Pennsylvania ."
nw/wsj/00/wsj_0020,19,"(TOP (S (NP-SBJ (PRP She))(VP (VBD did)(RB n't)(VP (JJ elaborate)(, ,)(SBAR-ADV (IN although)(S (NP-SBJ (JJR earlier)(NNP U.S.)(NN trade)(NNS reports))(VP (VBP have)(VP (VBN complained)(PP-CLR (IN of)(NP (NP (NP (NN videocassette)(NN piracy))(PP-LOC (IN in)(NP (NNP Malaysia))))(CC and)(NP (NP (NN disregard))(PP (IN for)(NP (NNP U.S.)(NN pharmaceutical)(NNS patents)))(PP-LOC (IN in)(NP (NNP Turkey))))))))))))(. .)))","She did n't elaborate , although earlier U.S. trade reports have complained of videocassette piracy in Malaysia and disregard for U.S. pharmaceutical patents in Turkey ."
nw/wsj/00/wsj_0098,16,"(TOP (S (NP-SBJ (NNS Employers))(VP (MD can)(VP (VP (VB pay)(NP (DT the)(NN subminimum))(PP-TMP-2 (IN for)(NP (CD 90)(NNS days)))(, ,)(PP (IN without)(NP (NN restriction)))(, ,)(PP-CLR (IN to)(NP (NP (NNS workers))(PP (IN with)(NP (NP (QP (JJR less)(IN than)(CD six))(NNS months))(PP (IN of)(NP (NN job)(NN experience)))))))(SBAR-ADV-3 (-NONE- *NOT*)))(, ,)(CC and)(VP (PP-TMP=2 (IN for)(NP (DT another)(CD 90)(NNS days)))(SBAR-ADV=3 (IN if)(S (NP-SBJ (DT the)(NN company))(VP (VBZ uses)(NP (NP (DT a)(ADJP (NN government)(HYPH -)(VBN certified))(NN training)(NN program))(PP (IN for)(NP (DT the)(JJ young)(NNS workers))))))))))(. .)))","Employers can pay the subminimum for 90 days , without restriction , to workers with less than six months of job experience *NOT* , and for another 90 days if the company uses a government - certified training program for the young workers ."
nw/wsj/00/wsj_0062,21,"(TOP (S (S (NP-SBJ (DT The)(JJ first)(CD two)(NNS issues))(VP (VBD featured)(NP (NP (NNS ads))(PP (IN from)(NP (NP (RB only)(DT a)(NN handful))(PP (IN of)(NP (JJ big)(NNS advertisers)))(, ,)(PP (VBG including)(NP (NP (NNP General)(NNP Electric))(CC and)(NP (NNP Adolph)(NNP Coors)))))))))(, ,)(CC but)(S (NP-SBJ (DT the)(NN majority))(VP (VBD were)(PP-PRD (IN from)(NP (NP (NNS companies))(PP (IN like)(NP (NP (NP (NNP Waste)(NNP Management)(NNP Inc.))(CC and)(NP (NNP Bumkins)(NNP International)))(, ,)(NP (NP (NNS firms))(SBAR (WHNP-154 (WDT that))(S (NP-SBJ-1 (-NONE- *T*-154))(VP (VP (VBP do)(RB n't)(VP (VB spend)(NP (JJ much)(NN money))(S-CLR (NP-SBJ (-NONE- *PRO*-1))(VP (VBG advertising)))))(CC and)(VP (MD ca)(RB n't)(VP (VB be)(VP (VBN relied)(PP-CLR (IN on)(NP (-NONE- *-1)))(S-CLR (NP-SBJ (-NONE- *PRO*-1))(VP (TO to)(VP (VB support)(NP (DT a)(NN magazine))(PP-TMP (IN over)(NP (DT the)(JJ long)(NN haul)))))))))))))))))))(. .)))","The first two issues featured ads from only a handful of big advertisers , including General Electric and Adolph Coors , but the majority were from companies like Waste Management Inc. and Bumkins International , firms that *T*-154 do n't spend much money *PRO*-1 advertising and ca n't be relied on *-1 *PRO*-1 to support a magazine over the long haul ."
nw/wsj/00/wsj_0062,29,"(TOP (S (S-ADV (NP-SBJ-2 (-NONE- *PRO*-1))(VP (VBN Asked)(NP (-NONE- *-2))(SBAR (IN whether)(S (NP-SBJ-83 (JJ potential)(NNS advertisers))(VP (MD will)(VP (VB be)(VP (VBN scared)(NP (-NONE- *-83))(ADVP-CLR (RB away))(PP (IN by)(NP-LGS (NP (DT the)(NN magazine)(POS 's))(JJ direct)(NN policy))))))))))(, ,)(NP-SBJ-1 (NNP Ms.)(NNP Poore))(VP (VBZ replies)(: :)(`` ``)(S (S (NP-SBJ (PRP I))(VP (VBP do)(RB n't)(VP (VB know))))(CC and)(S (NP-SBJ (PRP I))(VP (VBP do)(RB n't)(VP (VB care))))))(. .)))","*PRO*-1 Asked *-2 whether potential advertisers will be scared *-83 away by the magazine 's direct policy , Ms. Poore replies : `` I do n't know and I do n't care ."
nw/wsj/00/wsj_0044,82,"(TOP (S (CC But)(NP-SBJ (NP (NNS others))(PP-LOC (IN at)(NP (NNP Greenville)(NNP High))))(VP (VB say)(SBAR (-NONE- 0)(S (NP-SBJ-1 (PRP she))(VP (VBD was)(ADJP-PRD (JJ eager)(S (NP-SBJ (-NONE- *PRO*-1))(VP (TO to)(VP (VB win)))))(: --)(FRAG (SBAR-ADV (IN if)(FRAG (RB not)(PP (IN for)(NP (NN money)))))(, ,)(RB then)(PP (IN for)(NP (NN pride)(CC and)(NN recognition))))))))(. .)))","But others at Greenville High say 0 she was eager *PRO*-1 to win -- if not for money , then for pride and recognition ."
nw/wsj/00/wsj_0044,120,"(TOP (S (PP-PRP (ADVP (RB Partly))(IN because)(IN of)(NP (DT the)(NN show)))(PRN (, ,)(S (NP-SBJ (NNP Mr.)(NNP Watson))(VP (VBZ says)(SBAR (-NONE- 0)(S (-NONE- *?*)))))(, ,))(NP-SBJ-2 (DT the)(NN district))(VP (VBD decided)(RB not)(S (NP-SBJ (-NONE- *PRO*-2))(VP (TO to)(VP (VB recommend)(NP (NNP Mrs.)(NNP Yeargin))(PP-CLR (IN for)(NP (NP (DT a)(NML (NML (JJ first)(HYPH -)(NN time))(NNS offenders))(NN program))(SBAR (WHNP-99 (WDT that))(S (NP-SBJ (-NONE- *T*-99))(VP (MD could)(VP (VB have)(VP (VBN expunged)(NP (NP (DT the)(NNS charges))(CC and)(NP (DT the)(NN conviction)))(PP-CLR (IN from)(NP (PRP$ her)(NN record))))))))))))))(. .)))","Partly because of the show , Mr. Watson says 0 *?* , the district decided not *PRO*-2 to recommend Mrs. Yeargin for a first - time offenders program that *T*-99 could have expunged the charges and the conviction from her record ."
nw/wsj/00/wsj_0040,2,"(TOP (S (S (NP-SBJ (DT The)(NNS discussions))(VP (VBP are)(ADVP-TMP (RB still))(PP-PRD-LOC (IN in)(NP (JJ preliminary)(NNS stages)))))(, ,)(CC and)(S (NP-SBJ-2 (DT the)(JJ specific)(NNS details))(VP (VBP have)(RB n't)(VP (VBN been)(VP (VBN worked)(NP (-NONE- *-2))(PRT (RP out))(PP-LOC (IN between)(NP (NP (DT the)(NNP Seattle)(NN aerospace)(NN company))(CC and)(NP (NP (NNP Kawasaki)(NNP Heavy)(NNP Industries)(NNP Ltd.))(, ,)(NP (NNP Mitsubishi)(NNP Heavy)(NNP Industries)(NNP Ltd.))(CC and)(NP (NNP Fuji)(NNP Heavy)(NNP Industries)(NNP Ltd)))))))))(. .)))","The discussions are still in preliminary stages , and the specific details have n't been worked *-2 out between the Seattle aerospace company and Kawasaki Heavy Industries Ltd. , Mitsubishi Heavy Industries Ltd. and Fuji Heavy Industries Ltd ."
nw/wsj/00/wsj_0064,7,(TOP (S (NP-SBJ (DT The)(NML (NNP Big)(NNP Three))(NN auto)(NNS makers))(VP (VBD said)(SBAR (-NONE- 0)(S (NP-SBJ (DT the)(NN rule)(NNS changes))(VP (VBD were)(RB n't)(ADJP-PRD (JJ surprising))(SBAR-PRP (IN because)(S (NP-SBJ (NML (NNP Bush)(NN administration))(NNS officials))(VP (VBP have)(ADVP-TMP (RB long))(VP (VBN said)(SBAR (-NONE- 0)(S (NP-SBJ-1 (PRP they))(VP (VBD planned)(S (NP-SBJ (-NONE- *PRO*-1))(VP (TO to)(VP (VB impose)(NP (NML (NN car)(NN safety))(NNS standards))(PP-CLR (IN on)(NP (NP (JJ light)(NNS trucks))(CC and)(NP (NNS vans))))))))))))))))))(. .))),The Big Three auto makers said 0 the rule changes were n't surprising because Bush administration officials have long said 0 they planned *PRO*-1 to impose car safety standards on light trucks and vans .
nw/wsj/00/wsj_0082,3,"(TOP (S (SBAR-ADV (RB Not)(IN that)(S (NP-SBJ (NNP Washington)(CC and)(NNP Tokyo))(VP (VBP disagree)(PP-CLR (IN on)(NP (DT the)(JJ Japanese)(NNS acquisitions))))))(: ;)(ADVP (RB indeed))(, ,)(NP-SBJ (DT each))(VP (VBZ has)(VP (VBN come)(PRT (RP out))(PP-CLR (IN in)(NP (NP (NN favor))(PP (IN of)(NP (NP (JJ unfettered)(NN investment))(PP-LOC (IN in)(NP (DT the)(NNP U.S.)))))))))(. .)))","Not that Washington and Tokyo disagree on the Japanese acquisitions ; indeed , each has come out in favor of unfettered investment in the U.S. ."
nw/wsj/00/wsj_0082,30,"(TOP (SINV (`` ``)(S-TPC-1 (S-SBJ (NP-SBJ (-NONE- *PRO*))(ADVP (RB Just))(VP (TO to)(VP (VB say)(SBAR (-NONE- 0)(S (NP-SBJ (DT the)(NN distribution)(NN system))(VP (VBZ is)(ADJP-PRD (JJ wrong))))))))(VP (VBZ does)(RB n't)(VP (VB mean)(NP (NN anything)))))(, ,)('' '')(VP (VBZ says)(S (-NONE- *T*-1)))(NP-SBJ (DT a)(NML (NML (NNP Ministry))(PP (IN of)(NP (NNP International)(NNP Trade)(CC and)(NNP Industry))))(NN official))(. .)))","`` *PRO* Just to say 0 the distribution system is wrong does n't mean anything , '' says *T*-1 a Ministry of International Trade and Industry official ."
nw/wsj/00/wsj_0036,43,"(TOP (SINV (S-TPC-2 (SBAR-ADV (IN Although)(S (NP-SBJ-1 (NP (DT the)(NN purchasing)(NNS managers)(POS '))(NN index))(VP (VBZ continues)(S (NP-SBJ (-NONE- *-1))(VP (TO to)(VP (VB indicate)(NP (DT a)(VBG slowing)(NN economy))))))))(, ,)(NP-SBJ (PRP it))(VP (VBZ is)(RB n't)(VP (VBG signaling)(NP (DT an)(JJ imminent)(NN recession)))))(, ,)(VP (VBD said)(SBAR (-NONE- 0)(S (-NONE- *T*-2))))(NP-SBJ (NP (NNP Robert)(NNP Bretz))(, ,)(NP (NP (NP (NN chairman))(PP (IN of)(NP (NP (DT the)(NN association)(POS 's))(NN survey)(NN committee))))(CC and)(NP (NP (NN director))(PP (IN of)(NP (NNS materials)(NN management)))(PP-LOC (IN at)(NP (NP (NNP Pitney)(NNP Bowes)(NNP Inc.))(, ,)(NP-LOC (NP (NNP Stamford))(, ,)(NP (NNP Conn))))))))(. .)))","Although the purchasing managers ' index continues *-1 to indicate a slowing economy , it is n't signaling an imminent recession , said 0 *T*-2 Robert Bretz , chairman of the association 's survey committee and director of materials management at Pitney Bowes Inc. , Stamford , Conn ."
nw/wsj/00/wsj_0071,50,"(TOP (S (S (NP-SBJ (NN Image))(VP (VBZ has)(, ,)(PP (IN of)(NP (NN course)))(, ,)(NP (NP (DT a)(JJ great)(NN deal))(SBAR (WHNP-1 (-NONE- 0))(S (NP-SBJ (-NONE- *PRO*))(VP (TO to)(VP (VB do)(NP (-NONE- *T*-1))(PP-CLR (IN with)(SBAR-NOM (SBAR (WHNP-170 (WP what))(S (NP-SBJ (-NONE- *T*-170))(VP (VBZ sells))))(CC and)(SBAR (WHNP-171 (WP what))(S (NP-SBJ (-NONE- *T*-171))(VP (VBZ does)(RB n't)(VP (-NONE- *?*))))))))))))))(, ,)(CC and)(S (NP-SBJ-100 (PRP it))(VP (MD ca)(RB n't)(VP (VB be)(VP (VBN forced)(NP (-NONE- *-100))))))(. .)))","Image has , of course , a great deal 0 *PRO* to do *T*-1 with what *T*-170 sells and what *T*-171 does n't *?* , and it ca n't be forced *-100 ."
nw/wsj/00/wsj_0051,31,"(TOP (S (NP-SBJ (NNP Mr.)(NNP Yamamoto))(VP (VBD insisted)(SBAR (SBAR (IN that)(S (NP-SBJ (NNS headquarters))(VP (VBD had)(RB n't)(VP (VBN approved)(NP (DT the)(NNS bids))))))(, ,)(CC and)(SBAR (IN that)(S (NP-SBJ (PRP he))(VP (VBD did)(RB n't)(VP (VB know)(PP-CLR (IN about)(NP (NP (JJS most))(PP (IN of)(NP (DT the)(NNS cases)))))(PP-TMP (IN until)(NP (NNP Wednesday)))))))))(. .)))","Mr. Yamamoto insisted that headquarters had n't approved the bids , and that he did n't know about most of the cases until Wednesday ."
nw/wsj/00/wsj_0093,8,"(TOP (S (ADVP (RB Instead))(, ,)(NP-SBJ (NNP Mr.)(NNP Nixon))(VP (VBD reminded)(NP (NP (PRP$ his)(NN host))(, ,)(NP (NML (JJ Chinese)(NNP President))(NNP Yang)(NNP Shangkun))(, ,))(SBAR (IN that)(S (NP-SBJ (NNPS Americans))(VP (VBP have)(RB n't)(VP (VBN forgiven)(NP (NP (NNP China)(POS 's))(NNS leaders))(PP-CLR (IN for)(NP (NP (NP (DT the)(JJ military)(NN assault))(PP (IN of)(NP (NP (NNP June)(CD 3))(PP (SYM -)(NP (CD 4))))))(SBAR (WHNP-241 (WDT that))(S (NP-SBJ (-NONE- *T*-241))(VP (VBD killed)(NP (NP (NNS hundreds)(, ,)(CC and)(RB perhaps)(NNS thousands))(, ,)(PP (IN of)(NP (NNS demonstrators))))))))))))))(. .)))","Instead , Mr. Nixon reminded his host , Chinese President Yang Shangkun , that Americans have n't forgiven China 's leaders for the military assault of June 3 - 4 that *T*-241 killed hundreds , and perhaps thousands , of demonstrators ."
nw/wsj/00/wsj_0094,7,"(TOP (S (S (NP-SBJ (NN Money))(VP (VBZ is)(RB not)(NP-PRD (NN everything))))(, ,)(CC but)(S (NP-SBJ (PRP it))(VP (VBZ is)(ADJP-PRD (JJ necessary))))(, ,)(CC and)(S (NP-SBJ (NN business))(VP (VBZ is)(RB not)(NP-PRD (NN volunteer)(NN work))))(. .)))","Money is not everything , but it is necessary , and business is not volunteer work ."
nw/wsj/00/wsj_0037,26,"(TOP (S (PP (IN Despite)(NP (NP (NP (DT the)(JJ enormous)(NNS sums))(PP (IN of)(NP (NN money))))(SBAR (WHNP-1 (-NONE- 0))(S (NP-SBJ-2 (PRP they))(VP (VBP 're)(VP (VBN paid)(NP (-NONE- *T*-1))(S-PRP (NP-SBJ (-NONE- *PRO*-2))(VP (TO to)(VP (VB stand)(PRT (RP up))(PP-LOC (IN at)(NP (DT a)(JJ Japanese)(NN plate))))))))))))(, ,)(NP-SBJ (DT a)(JJ good)(NN number))(VP (VP (VBP decide)(SBAR (-NONE- 0)(S (NP-SBJ (PRP it))(VP (VBZ 's)(RB not)(ADJP-PRD (JJ worth)(NP (PRP it)))))))(CC and)(VP (VBP run)(PP-DIR (IN for)(NP (NN home)))))(. .)))","Despite the enormous sums of money 0 they 're paid *T*-1 *PRO*-2 to stand up at a Japanese plate , a good number decide 0 it 's not worth it and run for home ."
nw/wsj/00/wsj_0096,46,"(TOP (S (`` ``)(S (NP-SBJ-158 (NN Insurance)(NNS agents))(VP (VBP have)(VP (VBN been)(VP (VBN forced)(NP-2 (-NONE- *-158))(PP (IN by)(NP-LGS (PRP$ their)(NNS companies)))(PP-CLR (IN into)(S-NOM (NP-SBJ (-NONE- *PRO*-2))(VP (VBG becoming)(NP-PRD (VBN registered)(NNS reps)))))))))(PRN (, ,)('' '')(S (NP-SBJ (PRP he))(VP (VBD said)(S (-NONE- *?*))))(, ,))(`` ``)(CC but)(S (NP-SBJ (PRP they))(VP (VBP are)(RB not)(VP (VBG providing)(NP (NP (NN compliance))(CC and)(NP (NML (NN security)(HYPH -)(NN type))(NN training)))(SBAR-PRP (IN so)(IN that)(S (NP-SBJ (PRP we))(VP (MD can)(VP (VB avoid)(NP (JJ stupid)(NNS mistakes)))))))))(. .)('' '')))","`` Insurance agents have been forced *-158 by their companies into *PRO*-2 becoming registered reps , '' he said *?* , `` but they are not providing compliance and security - type training so that we can avoid stupid mistakes . ''"
nw/wsj/00/wsj_0092,2,"(TOP (S (NP-SBJ (NP (DT The)(VBG ailing)(NN company))(, ,)(SBAR (WHNP-236 (WDT which))(S (NP-SBJ (-NONE- *T*-236))(VP (VBZ has)(VP (VBN reported)(NP (JJ net)(NNS losses))(PP-TMP (IN for)(NP (CD 16)(JJ consecutive)(NNS quarters)))))))(, ,))(VP (VBD said)(SBAR (-NONE- 0)(S (NP-SBJ (PRP it))(VP (VP (MD wo)(RB n't)(VP (VB manufacture)(NP (NN network)(NN computer)(NNS systems))(ADVP-TMP (RB any)(JJR more))))(CC and)(VP (MD will)(ADVP-MNR (RB greatly))(VB reduce)(NP (PRP$ its)(JJ costly)(NML (JJ direct)(NNS sales))(NN force)))))))(. .)))","The ailing company , which *T*-236 has reported net losses for 16 consecutive quarters , said 0 it wo n't manufacture network computer systems any more and will greatly reduce its costly direct sales force ."
nw/wsj/00/wsj_0089,55,"(TOP (S (ADVP (RB Also))(, ,)(NP-SBJ (NNS ringers))(VP (VBP do)(RB n't)(ADVP-TMP (RB always))(VP (VB live)(UCP-LOC-CLR (SBAR-NOM (WHADVP-2 (WRB where))(S (NP-SBJ-1 (DT the)(NNS bells))(VP (VBP need)(S (NP-SBJ-140 (-NONE- *-1))(VP (TO to)(VP (VB be)(VP (VBN rung)(NP (-NONE- *-140))(ADVP-LOC (-NONE- *T*-2)))))))))(: --)(PP (IN like)(PP (IN in)(NP (NP (JJ small)(, ,)(JJ rural)(NNS parishes))(CC and)(NP (NML (JJ inner)(HYPH -)(NN city))(NNS churches))))))))(. .)))","Also , ringers do n't always live where the bells need *-1 to be rung *-140 *T*-2 -- like in small , rural parishes and inner - city churches ."
nw/wsj/00/wsj_0049,19,"(TOP (S (PP-LOC (IN At)(NP (DT that)(NN meeting)))(PRN (, ,)(S (NP-SBJ (PRP he))(VP (VBD said)(SBAR (-NONE- 0)(S (-NONE- *?*)))))(, ,))(NP-SBJ (DT the)(NNP Justice)(NNP Department))(VP (VBD assured)(NP (PRP him))(SBAR (IN that)(S (NP-SBJ-2 (NN enforcement)(NNS procedures))(VP (MD would)(RB n't)(VP (VB be)(VP (VBN threatened)(NP (-NONE- *-2))(PP-DIR (IN against)(NP (NNS attorneys)))(PP (IN without)(NP (NP (JJ further)(NN review))(CC and)(NP (NN advance)(NN notice))))))))))(. .)))","At that meeting , he said 0 *?* , the Justice Department assured him that enforcement procedures would n't be threatened *-2 against attorneys without further review and advance notice ."
nw/wsj/00/wsj_0049,59,(TOP (S (NP-SBJ (DT The)(NN panel))(VP (VBD ruled)(SBAR (SBAR (IN that)(S (NP-SBJ (DT the)(NNS restrictions))(VP (VBP do)(RB n't)(VP (VB violate)(NP (NP (DT the)(NN freedom))(PP (IN of)(NP (NP (NN speech))(PP (IN of)(NP (NML (NN health)(NN care))(NNS providers))))))))))(CC and)(SBAR (IN that)(S (NP-SBJ (NP (DT the)(NNS limits))(PP-LOC (IN on)(NP (NN counseling)(NNS services))))(VP (VBP do)(RB n't)(VP (VB violate)(NP (NP (DT the)(NNS rights))(PP (IN of)(NP (JJ pregnant)(NNS women))))))))))(. .))),The panel ruled that the restrictions do n't violate the freedom of speech of health care providers and that the limits on counseling services do n't violate the rights of pregnant women .
nw/wsj/09/wsj_0961,8,"(TOP (S (CC But)(S (NP-SBJ (DT the)(NNP Fed))(VP (VBZ is)(RB n't)(ADJP-PRD (JJ enthusiastic)(PP (IN about)(NP (NNP Treasury)(NNS efforts)(S (NP-SBJ (-NONE- *PRO*))(VP (TO to)(VP (VB bring)(PRT (RP down))(NP (NP (DT the)(NN value))(PP (IN of)(NP (DT the)(NN dollar))))(PP-MNR (IN through)(NP (NP (NN intervention))(PP (IN in)(NP (NML (JJ foreign)(HYPH -)(NN exchange))(NNS markets)))))))))))))(, ,)(CC and)(S (NP-SBJ-1 (DT the)(NNP Treasury))(VP (VBZ is)(VP (VBN frustrated)(NP (-NONE- *-1))(PP-CLR (IN at)(NP (NP (DT the)(NNP Fed)(POS 's))(NN reluctance)(S (NP-SBJ-2 (-NONE- *PRO*))(VP (TO to)(VP (VB cut)(NP (NN interest)(NNS rates))(S-PRP (NP-SBJ (-NONE- *PRO*-2))(VP (TO to)(VP (VB pull)(PRT (RP down))(NP (NP (DT the)(NN dollar)(POS 's))(NN value)))))))))))))(. .)))","But the Fed is n't enthusiastic about Treasury efforts *PRO* to bring down the value of the dollar through intervention in foreign - exchange markets , and the Treasury is frustrated *-1 at the Fed 's reluctance *PRO* to cut interest rates *PRO*-2 to pull down the dollar 's value ."
nw/wsj/09/wsj_0941,8,"(TOP (S (NP-SBJ-1 (DT The)(NN test)(NNS markets))(, ,)(SBAR-ADV (IN though)(S (NP-SBJ-2 (-NONE- *PRO*-1))(RB not)(VP (VBN specified)(NP (-NONE- *-2)))))(, ,)(VP (MD will)(VP (VB be)(PP-LOC-PRD (IN in)(NP (NP (NP (JJ northern)(NNP California))(, ,)(NP (NNP Arizona))(CC and)(NP (NNP Colorado)))(, ,)(NP (NP (DT some))(PP (IN of)(NP (DT the)(JJS hottest)(NML (VBN bottled)(HYPH -)(NN water))(NNS markets))))))))(. .)))","The test markets , though *PRO*-1 not specified *-2 , will be in northern California , Arizona and Colorado , some of the hottest bottled - water markets ."
nw/wsj/09/wsj_0998,8,"(TOP (SINV (S-TPC-3 (NP-SBJ-2 (JJ Many)(VBN troubled)(NNS properties))(VP (VP (VBP have)(RB n't)(VP (VBN been)(VP (VBN foreclosed)(PP-CLR (IN on)(NP (-NONE- *-2))))))(CC and)(VP (VBP are)(ADJP-PRD (JJ hard)(SBAR (WHNP-4 (-NONE- 0))(S (NP-SBJ (-NONE- *PRO*))(VP (TO to)(VP (VB identify)(NP (-NONE- *T*-4))))))))))(, ,)(VP (VBZ says)(SBAR (-NONE- 0)(S (-NONE- *T*-3))))(NP-SBJ (NP (NNP Albert)(NNP I.)(NNP Berger))(, ,)(SBAR (WHNP-1 (WP who))(S (NP-SBJ (-NONE- *T*-1))(VP (VBZ heads)(NP (NP (DT the)(NML (NNP Secaucus)(, ,)(NNP N.J.)(, ,))(NN office))(PP (IN of)(NP (NP (NNP Helmsley)(HYPH -)(NNP Spear)(NNP Inc.))(, ,)(NP (DT a)(NML (JJ real)(NN estate))(NN brokerage)))))))))(. .)))","Many troubled properties have n't been foreclosed on *-2 and are hard 0 *PRO* to identify *T*-4 , says 0 *T*-3 Albert I. Berger , who *T*-1 heads the Secaucus , N.J. , office of Helmsley - Spear Inc. , a real estate brokerage ."
nw/wsj/09/wsj_0958,3,"(TOP (S (NP-SBJ (NNP PWA))(VP (MD would)(RB n't)(VP (VB estimate)(NP (NP (DT the)(NN value))(PP (IN of)(NP (NP (NP (NNP Wardair)(POS 's))(NN aircraft))(, ,)(SBAR (WHNP-1 (WDT which))(S (NP-SBJ (-NONE- *T*-1))(VP (VBP include)(NP (NP (CD 12)(NNP Airbus)(NNPS A310)(HYPH -)(NNPS 300s))(CC and)(NP (CD three)(NNP Boeing)(NNPS 747)(HYPH -)(NNPS 100s)))))))))))(. .)))","PWA would n't estimate the value of Wardair 's aircraft , which *T*-1 include 12 Airbus A310 - 300s and three Boeing 747 - 100s ."
nw/wsj/09/wsj_0958,10,"(TOP (S (S (NP-SBJ (NNP PWA))(VP (VBD did)(RB n't)(VP (VB disclose)(NP (NP (DT the)(VBN expected)(NN net)(NN cost))(PP (IN of)(NP (DT the)(NN fleet)(NN overhaul)))))))(, ,)(CC but)(S (NP-SBJ (DT a)(ADJP (NNP Toronto)(HYPH -)(VBN based))(NN analyst))(VP (VBD estimated)(NP (PRP it))(PP-CLR (IN at)(NP (NP (QP (IN about)($ $)(CD 450)(CD million))(-NONE- *U*))(-LRB- -LRB-)(NP (NNP US))(-RRB- -RRB-)(, ,)(PP (VBG excluding)(NP (NP (NP (NN replacement)(NNS costs))(PP (IN for)(NP (NP (DT the)(CD 11)(NML (NNP DC10)(HYPH -)(CD 30))(NN aircraft))(SBAR (WHNP-1 (WDT that))(S (NP-SBJ-2 (NNP PWA))(VP (VBZ plans)(S (NP-SBJ (-NONE- *PRO*-2))(VP (TO to)(VP (VB sell)(NP (-NONE- *T*-1)))))))))))(, ,)(CC and)(NP (NP (NN purchase)(NNS costs))(PP (IN for)(NP (NP (QP (RB as)(JJ many)(IN as)(CD 17))(NML (NNP Airbus)(CD 320)(HYPH -)(CD 200))(NN aircraft))(SBAR (WHNP-3 (WDT that))(S (NP-SBJ (NNP PWA))(ADVP-TMP (RB previously))(VP (VBD ordered)(NP (-NONE- *T*-3))))))))))))))(. .)))","PWA did n't disclose the expected net cost of the fleet overhaul , but a Toronto - based analyst estimated it at about $ 450 million *U* ( US ) , excluding replacement costs for the 11 DC10 - 30 aircraft that PWA plans *PRO*-2 to sell *T*-1 , and purchase costs for as many as 17 Airbus 320 - 200 aircraft that PWA previously ordered *T*-3 ."
nw/wsj/09/wsj_0967,4,"(TOP (S (NP-SBJ (NP (NNP Mercedes)(HYPH -)(NNP Benz))(, ,)(SBAR (WHNP-1 (WDT which))(S (NP-SBJ (-NONE- *T*-1))(VP (VBD had)(VP (VBN said)(SBAR (-NONE- 0)(S (NP-SBJ (PRP it))(VP (VBD did)(RB n't)(VP (VB owe)(NP (NNS taxes))(PP-CLR (IN to)(NP (NNP Massachusetts)))(SBAR-PRP (RB partly)(IN because)(S (NP-SBJ (PRP it))(VP (VBZ sells)(NP (PRP$ its)(NNS cars))(PP-LOC (PP (IN at)(NP (NP (DT a)(NN dock))(PP-LOC (IN in)(NP (NNP Baltimore)))))(CC and)(PP (RB not)(IN in)(NP (NNP Massachusetts)))))))))))))))(, ,))(VP (VBD did)(RB n't)(VP (VB explain)(NP (NP (PRP$ its)(NN change))(PP (IN of)(NP (NN heart))))))(. .)))","Mercedes - Benz , which *T*-1 had said 0 it did n't owe taxes to Massachusetts partly because it sells its cars at a dock in Baltimore and not in Massachusetts , did n't explain its change of heart ."
nw/wsj/09/wsj_0922,20,"(TOP (S (NP-SBJ (PRP He))(VP (VBZ notes)(SBAR (IN that)(S (S (NP-SBJ (NP (DT the)(NNP Marshall)(NNP Plan))(PP (IN of)(NP (NP (NNP U.S.)(NN aid))(PP (IN to)(NP (NNP Europe))))))(`` ``)(VP (VBD did)(RB n't)(ADVP (RB just))(VP (VB throw)(NP (NN money))(PP-DIR (IN at)(NP (JJ post-war)(NNP Europe))))))(, ,)(S (NP-SBJ (PRP it))(ADVP (RB also))(VP (VP (VBD liberalized)(NP (-NONE- *RNR*-1)))(CC and)(VP (VBD opened)(PRT (RP up))(NP (-NONE- *RNR*-1)))(NP-1 (DT those)(NNS markets)))))))(. .)('' '')))","He notes that the Marshall Plan of U.S. aid to Europe `` did n't just throw money at post-war Europe , it also liberalized *RNR*-1 and opened up *RNR*-1 those markets . ''"
