filename,treeno,tree,sentence,match,spanString
nw/wsj/01/wsj_0112,9,(TOP (S (NP-SBJ (PRP It))(VP (VBZ is)(RB not)(VP (VBN supported)(PP (IN by)(NP (NP (DT the)(NN text)(CC or)(NN history))(PP (IN of)(NP (DT the)(NNP Constitution)))))))(. .))),It is not supported by the text or history of the Constitution .,(VP (VBZ is) (RB not) (VP (VBN supported) (PP (IN by) (NP (NP (DT the) (NN text) (CC or) (NN history)) (PP (IN of) (NP (DT the) (NNP Constitution))))))) ,is not supported by the text or history of the Constitution
nw/wsj/01/wsj_0111,8,"(TOP (S (NP-SBJ (NNP Mr.)(NNP Newhouse))(, ,)(ADVP-TMP (RB meanwhile))(, ,)(VP (VBD insisted)(SBAR (IN that)(S (NP-SBJ (PRP he))(VP (VBZ is)(RB n't)(ADJP-PRD (JJ unhappy)(PP (IN with)(NP (NP (NNP Mr.)(NNP Bernstein))(CC or)(NP (NP (DT the)(NN performance))(PP (IN of)(NP (NP (NNP Random)(NNP House))(, ,)(NP (NP (DT the)(JJS largest)(NN trade)(VBG publishing)(NN house))(PP-LOC (IN in)(NP (DT the)(NNP U.S.))))))))))))))(. .)))","Mr. Newhouse , meanwhile , insisted that he is n't unhappy with Mr. Bernstein or the performance of Random House , the largest trade publishing house in the U.S. .","(VP (VBZ is) (RB n't) (ADJP-PRD (JJ unhappy) (PP (IN with) (NP (NP (NNP Mr.) (NNP Bernstein)) (CC or) (NP (NP (DT the) (NN performance)) (PP (IN of) (NP (NP (NNP Random) (NNP House)) (, ,) (NP (NP (DT the) (JJS largest) (NN trade) (VBG publishing) (NN house)) (PP-LOC (IN in) (NP (DT the) (NNP U.S.))))))))))) ","is n't unhappy with Mr. Bernstein or the performance of Random House , the largest trade publishing house in the U.S."
nw/wsj/01/wsj_0108,4,(TOP (S (NP-SBJ (PRP You))(VP (MD can)(VP (VB do)(NP (PDT all)(DT this))(SBAR-ADV (ADVP (RB even))(IN if)(S (NP-SBJ (PRP you))(VP (VBP 're)(RB not)(NP-PRD (NP (DT a)(NN reporter))(CC or)(NP (DT a)(NN researcher))(CC or)(NP (DT a)(NN scholar))(CC or)(NP (NP (DT a)(NN member))(PP (IN of)(NP (NNP Congress))))))))))(. .))),You can do all this even if you 're not a reporter or a researcher or a scholar or a member of Congress .,(VP (VBP 're) (RB not) (NP-PRD (NP (DT a) (NN reporter)) (CC or) (NP (DT a) (NN researcher)) (CC or) (NP (DT a) (NN scholar)) (CC or) (NP (NP (DT a) (NN member)) (PP (IN of) (NP (NNP Congress)))))) ,'re not a reporter or a researcher or a scholar or a member of Congress
nw/wsj/01/wsj_0108,4,(TOP (S (NP-SBJ (PRP You))(VP (MD can)(VP (VB do)(NP (PDT all)(DT this))(SBAR-ADV (ADVP (RB even))(IN if)(S (NP-SBJ (PRP you))(VP (VBP 're)(RB not)(NP-PRD (NP (DT a)(NN reporter))(CC or)(NP (DT a)(NN researcher))(CC or)(NP (DT a)(NN scholar))(CC or)(NP (NP (DT a)(NN member))(PP (IN of)(NP (NNP Congress))))))))))(. .))),You can do all this even if you 're not a reporter or a researcher or a scholar or a member of Congress .,(VP (VBP 're) (RB not) (NP-PRD (NP (DT a) (NN reporter)) (CC or) (NP (DT a) (NN researcher)) (CC or) (NP (DT a) (NN scholar)) (CC or) (NP (NP (DT a) (NN member)) (PP (IN of) (NP (NNP Congress)))))) ,'re not a reporter or a researcher or a scholar or a member of Congress
nw/wsj/01/wsj_0108,4,(TOP (S (NP-SBJ (PRP You))(VP (MD can)(VP (VB do)(NP (PDT all)(DT this))(SBAR-ADV (ADVP (RB even))(IN if)(S (NP-SBJ (PRP you))(VP (VBP 're)(RB not)(NP-PRD (NP (DT a)(NN reporter))(CC or)(NP (DT a)(NN researcher))(CC or)(NP (DT a)(NN scholar))(CC or)(NP (NP (DT a)(NN member))(PP (IN of)(NP (NNP Congress))))))))))(. .))),You can do all this even if you 're not a reporter or a researcher or a scholar or a member of Congress .,(VP (VBP 're) (RB not) (NP-PRD (NP (DT a) (NN reporter)) (CC or) (NP (DT a) (NN researcher)) (CC or) (NP (DT a) (NN scholar)) (CC or) (NP (NP (DT a) (NN member)) (PP (IN of) (NP (NNP Congress)))))) ,'re not a reporter or a researcher or a scholar or a member of Congress
nw/wsj/01/wsj_0108,26,"(TOP (S (`` ``)(S-TPC-1 (NP-SBJ-3 (PRP You))(VP (MD may)(VP (VB come)(PP-CLR (IN by)(NP (DT the)(NN agency)))(S-PRP (NP-SBJ (-NONE- *PRO*-3))(VP (TO to)(VP (VP (VB read))(CC but)(RB not)(VP (VB copy)(UCP-MNR (DT either)(ADVP (RB manually))(CC or)(PP (IN by)(S-NOM (NP-SBJ (-NONE- *PRO*))(VP (VBG photocopying))))))))))))(, ,)('' '')(NP-SBJ (DT a)(NNP Voice)(NN official))(VP (VBD explained)(S (-NONE- *T*-1))(SBAR-TMP (WHADVP-2 (WRB when))(S (NP-SBJ (PRP I))(VP (VBD asked)(ADVP-TMP (-NONE- *T*-2))))))(. .)))","`` You may come by the agency *PRO*-3 to read but not copy either manually or by *PRO* photocopying , '' a Voice official explained *T*-1 when I asked *T*-2 .",(VP (VP (VB read)) (CC but) (RB not) (VP (VB copy) (UCP-MNR (DT either) (ADVP (RB manually)) (CC or) (PP (IN by) (S-NOM (NP-SBJ (-NONE- *PRO*)) (VP (VBG photocopying))))))) ,read but not copy either manually or by *PRO* photocopying
nw/wsj/01/wsj_0108,48,(TOP (S (NP-SBJ-2 (PRP You))(VP (VBP have)(NP (DT a)(NN right)(S (NP-SBJ (-NONE- *PRO*-2))(VP (TO to)(VP (VB read)(NP (NML (NML (NNP Voice))(PP (IN of)(NP (NNP America))))(NNS scripts))))))(SBAR-ADV (IN if)(S (NP-SBJ-1 (PRP you))(VP (VBP do)(RB n't)(VP (VB mind)(S (S (NP-SBJ (-NONE- *PRO*-1))(VP (VBG traveling)(PP-DIR (IN to)(NP (NNP Washington)))(NP-ADV (DT every)(NN week)(QP (CC or)(RB so)))))(CC and)(S (NP-SBJ (-NONE- *PRO*-1))(VP (VBG visiting)(NP (DT the)(NNP Voice)(NN office))(PP-TMP (IN during)(NP (NN business)(NNS hours)))))))))))(. .))),You have a right *PRO*-2 to read Voice of America scripts if you do n't mind *PRO*-1 traveling to Washington every week or so and *PRO*-1 visiting the Voice office during business hours .,(VP (VBP do) (RB n't) (VP (VB mind) (S (S (NP-SBJ (-NONE- *PRO*-1)) (VP (VBG traveling) (PP-DIR (IN to) (NP (NNP Washington))) (NP-ADV (DT every) (NN week) (QP (CC or) (RB so))))) (CC and) (S (NP-SBJ (-NONE- *PRO*-1)) (VP (VBG visiting) (NP (DT the) (NNP Voice) (NN office)) (PP-TMP (IN during) (NP (NN business) (NNS hours)))))))) ,do n't mind *PRO*-1 traveling to Washington every week or so and *PRO*-1 visiting the Voice office during business hours
nw/wsj/01/wsj_0108,56,"(TOP (S (SBAR-ADV (IN If)(S (NP-SBJ (DT those)(NNS words))(VP (VBD were)(RB n't)(ADVP (RB there)))))(, ,)(NP-SBJ-1 (NP (DT the)(JJ nice)(NNS people))(PP-LOC (IN at)(NP (DT the)(NNP Voice))))(VP (MD would)(VP (VB be)(ADJP-PRD (JJ able)(S (NP-SBJ (-NONE- *PRO*-1))(VP (TO to)(VP (VP (VB send)(NP (PRP you))(NP (DT the)(NN information)))(CC or)(, ,)(PP (IN at)(NP (DT the)(ADJP (RB very)(JJS least))))(, ,)(VP (VB let)(S (NP-SBJ (PRP you))(VP (VB photocopy)(NP (PRP it)))))))))))(. .)))","If those words were n't there , the nice people at the Voice would be able *PRO*-1 to send you the information or , at the very least , let you photocopy it .",NA,NA
nw/wsj/06/wsj_0653,8,"(TOP (S (NP-SBJ (NNP Rally)(POS 's))(ADVP (RB also))(VP (VBD said)(SBAR (-NONE- 0)(S (NP-SBJ (PRP it))(VP (VBD formed)(NP (NP (NP (DT a)(NN committee))(PP (IN of)(NP (NP (CD three)(NNS directors))(, ,)(SBAR (WHNP-1 (WP who))(S (NP-SBJ-3 (-NONE- *T*-1))(VP (VBP are)(RB n't)(VP (VBN associated)(NP (-NONE- *-3))(PP-CLR (IN with)(NP (CC either)(NML (DT the)(NNP Patterson)(CC or)(NNP Sugarman))(NNS groups))))))))))(, ,)(SBAR (WHNP-2 (-NONE- 0))(S (NP-SBJ (-NONE- *T*-2))(VP (TO to)(VP (VB analyze)(NP (DT the)(NN situation)))))))))))(. .)))","Rally 's also said 0 it formed a committee of three directors , who *T*-1 are n't associated *-3 with either the Patterson or Sugarman groups , 0 *T*-2 to analyze the situation .",(VP (VBP are) (RB n't) (VP (VBN associated) (NP (-NONE- *-3)) (PP-CLR (IN with) (NP (CC either) (NML (DT the) (NNP Patterson) (CC or) (NNP Sugarman)) (NNS groups))))) ,are n't associated *-3 with either the Patterson or Sugarman groups
nw/wsj/06/wsj_0633,52,"(TOP (S (NP-SBJ (DT That))(VP (VBZ is)(RB n't)(NP-PRD (JJ much))(PP (VBN compared)(PP (IN with)(NP (SBAR-NOM (WHNP-4 (WP what))(S (NP-SBJ (NNP Bill)(NNP Cosby))(VP (VBZ makes)(NP (-NONE- *T*-4)))))(, ,)(CC or)(NP (NP (RB even)(NNP Connie)(NNP Chung))(PP (IN for)(NP (DT that)(NN matter)))(-LRB- -LRB-)(SBAR (SBAR (WHNP-2 (WP who))(S (NP-SBJ-1 (-NONE- *T*-2))(VP (VBZ is)(VP (VBN paid)(NP (-NONE- *-1))(NP (NP (QP ($ $)(CD 1.6)(CD million))(-NONE- *U*))(NP-ADV (DT a)(NN year)))))))(CC and)(SBAR (WHNP-3 (WP who))(S (NP-SBJ (-NONE- *T*-3))(ADVP-TMP (RB recently))(VP (VBD did)(NP (NP (DT a)(NN guest)(NN shot))(PP (IN of)(NP (PRP her)(JJ own)))(PP-LOC (IN on)(NP (NP (DT the)(NN sitcom))(`` ``)(NP-TTL (NNP Murphy)(NNP Brown))('' ''))))))))(-RRB- -RRB-))))))(. .)))","That is n't much compared with what Bill Cosby makes *T*-4 , or even Connie Chung for that matter ( who *T*-2 is paid *-1 $ 1.6 million *U* a year and who *T*-3 recently did a guest shot of her own on the sitcom `` Murphy Brown '' ) .","(VP (VBZ is) (RB n't) (NP-PRD (JJ much)) (PP (VBN compared) (PP (IN with) (NP (SBAR-NOM (WHNP-4 (WP what)) (S (NP-SBJ (NNP Bill) (NNP Cosby)) (VP (VBZ makes) (NP (-NONE- *T*-4))))) (, ,) (CC or) (NP (NP (RB even) (NNP Connie) (NNP Chung)) (PP (IN for) (NP (DT that) (NN matter))) (-LRB- -LRB-) (SBAR (SBAR (WHNP-2 (WP who)) (S (NP-SBJ-1 (-NONE- *T*-2)) (VP (VBZ is) (VP (VBN paid) (NP (-NONE- *-1)) (NP (NP (QP ($ $) (CD 1.6) (CD million)) (-NONE- *U*)) (NP-ADV (DT a) (NN year))))))) (CC and) (SBAR (WHNP-3 (WP who)) (S (NP-SBJ (-NONE- *T*-3)) (ADVP-TMP (RB recently)) (VP (VBD did) (NP (NP (DT a) (NN guest) (NN shot)) (PP (IN of) (NP (PRP her) (JJ own))) (PP-LOC (IN on) (NP (NP (DT the) (NN sitcom)) (`` ``) (NP-TTL (NNP Murphy) (NNP Brown)) ('' '')))))))) (-RRB- -RRB-)))))) ","is n't much compared with what Bill Cosby makes *T*-4 , or even Connie Chung for that matter ( who *T*-2 is paid *-1 $ 1.6 million *U* a year and who *T*-3 recently did a guest shot of her own on the sitcom `` Murphy Brown '' )"
nw/wsj/06/wsj_0692,64,(TOP (S (S (NP-SBJ (NNP Strategy))(VP (VBZ is)(RB not)(NP-PRD (NP (DT a)(NN game))(PP (IN between)(NP (NP (DT the)(NNP Pentagon))(CC and)(NP (NNP Congress)))))))(: ;)(S (NP-SBJ (PRP it))(VP (VBZ is)(NP-PRD (NP (DT the)(NN art))(PP (IN of)(NP (DT the)(JJ possible))))(PP-LOC (IN in)(NP (NP (DT a)(NN world))(SBAR (WHADVP-1 (WRB where))(S (NP-SBJ (NNS constraints))(VP (VBP force)(NP-2 (PRP us))(S (NP-SBJ (-NONE- *PRO*-2))(VP (TO to)(VP (VB choose)(PP-CLR (IN between)(NP (ADJP (JJ unpleasant)(CC or)(JJ imperfect))(NNS alternatives))))))(ADVP-LOC (-NONE- *T*-1)))))))))(. .))),Strategy is not a game between the Pentagon and Congress ; it is the art of the possible in a world where constraints force us *PRO*-2 to choose between unpleasant or imperfect alternatives *T*-1 .,NA,NA
nw/wsj/06/wsj_0689,13,"(TOP (SINV (`` ``)(S-TPC-2 (S (NP-SBJ (NNS People))(VP (MD should)(VP (VB remember)(SBAR (-NONE- 0)(S (NP-SBJ (PRP$ their)(NN money))(VP (VBZ is)(RB n't)(ADVP-PRD (DT all)(CC or)(NN nothing))))))))(: --)(S (NP-SBJ-1 (PRP they))(VP (VBP do)(RB n't)(VP (VB need)(S (NP-SBJ (-NONE- *-1))(VP (TO to)(VP (VB be)(VP (VP (VBG shopping)(PP-CLR (IN for)(NP (DT the)(CD one)(NML (NML (NN interest)(HYPH -)(NN rate))(HYPH -)(NN type))(NN investment))))(CC and)(VP (VBG putting)(NP (PDT all)(PRP$ their)(NN money))(PP-PUT (IN in)(NP (PRP it))))))))))))(, ,)('' '')(VP (VBZ says)(S (-NONE- *T*-2)))(NP-SBJ (NML (NML (NNP Bethesda)(, ,)(NNP Md.)(, ,))(NN adviser))(NNP Karen)(NNP Schaeffer))(. .)))","`` People should remember 0 their money is n't all or nothing -- they do n't need *-1 to be shopping for the one interest - rate - type investment and putting all their money in it , '' says *T*-2 Bethesda , Md. , adviser Karen Schaeffer .",(VP (VBZ is) (RB n't) (ADVP-PRD (DT all) (CC or) (NN nothing))) ,is n't all or nothing
nw/wsj/06/wsj_0647,2,"(TOP (S (NP-SBJ (NNP NBI))(VP (VBD said)(SBAR (SBAR (IN that)(S (NP-SBJ (PRP it))(VP (VBZ has)(NP (NP (DT the)(NNS funds))(SBAR (WHADVP-1 (-NONE- 0))(S (NP-SBJ (-NONE- *PRO*))(VP (TO to)(VP (VB pay)(NP (DT the)(NN dividend))(ADVP (-NONE- *T*-1))))))))))(, ,)(CC but)(SBAR (IN that)(S (NP-SBJ (PRP it))(VP (VBZ does)(RB n't)(VP (VB have)(NP (NP (DT the)(NN surplus)(CC or)(NN profit))(VP (VBN required)(NP (-NONE- *))(PP-LOC (IN under)(NP (NNP Delaware)(NN law))))(PP (IN for)(NP (NP (NN payment))(PP (IN of)(NP (DT the)(NN dividend))))))))))))(. .)))","NBI said that it has the funds 0 *PRO* to pay the dividend *T*-1 , but that it does n't have the surplus or profit required * under Delaware law for payment of the dividend .",(VP (VBZ does) (RB n't) (VP (VB have) (NP (NP (DT the) (NN surplus) (CC or) (NN profit)) (VP (VBN required) (NP (-NONE- *)) (PP-LOC (IN under) (NP (NNP Delaware) (NN law)))) (PP (IN for) (NP (NP (NN payment)) (PP (IN of) (NP (DT the) (NN dividend)))))))) ,does n't have the surplus or profit required * under Delaware law for payment of the dividend
nw/wsj/06/wsj_0687,22,"(TOP (S (NP-SBJ (NML (NN Coffee)(HYPH -)(NN shop))(NN chatter))(VP (VBZ does)(RB not)(VP (VB lend)(NP-CLR (PRP itself))(PP-CLR (IN to)(S-NOM (NP-SBJ (-NONE- *PRO*))(VP (VBG solving)(NP (NP (DT the)(NNS problems))(PP (IN of)(NP (NP (NN racism))(, ,)(NP (JJ teen)(NN pregnancy))(CC or)(NP (NP (NN lack))(PP (IN of)(NP (JJ parental)(NN support)(CC or)(NN guidance))))))))))))(. .)))","Coffee - shop chatter does not lend itself to *PRO* solving the problems of racism , teen pregnancy or lack of parental support or guidance .","(VP (VBZ does) (RB not) (VP (VB lend) (NP-CLR (PRP itself)) (PP-CLR (IN to) (S-NOM (NP-SBJ (-NONE- *PRO*)) (VP (VBG solving) (NP (NP (DT the) (NNS problems)) (PP (IN of) (NP (NP (NN racism)) (, ,) (NP (JJ teen) (NN pregnancy)) (CC or) (NP (NP (NN lack)) (PP (IN of) (NP (JJ parental) (NN support) (CC or) (NN guidance)))))))))))) ","does not lend itself to *PRO* solving the problems of racism , teen pregnancy or lack of parental support or guidance"
nw/wsj/06/wsj_0687,22,"(TOP (S (NP-SBJ (NML (NN Coffee)(HYPH -)(NN shop))(NN chatter))(VP (VBZ does)(RB not)(VP (VB lend)(NP-CLR (PRP itself))(PP-CLR (IN to)(S-NOM (NP-SBJ (-NONE- *PRO*))(VP (VBG solving)(NP (NP (DT the)(NNS problems))(PP (IN of)(NP (NP (NN racism))(, ,)(NP (JJ teen)(NN pregnancy))(CC or)(NP (NP (NN lack))(PP (IN of)(NP (JJ parental)(NN support)(CC or)(NN guidance))))))))))))(. .)))","Coffee - shop chatter does not lend itself to *PRO* solving the problems of racism , teen pregnancy or lack of parental support or guidance .","(VP (VBZ does) (RB not) (VP (VB lend) (NP-CLR (PRP itself)) (PP-CLR (IN to) (S-NOM (NP-SBJ (-NONE- *PRO*)) (VP (VBG solving) (NP (NP (DT the) (NNS problems)) (PP (IN of) (NP (NP (NN racism)) (, ,) (NP (JJ teen) (NN pregnancy)) (CC or) (NP (NP (NN lack)) (PP (IN of) (NP (JJ parental) (NN support) (CC or) (NN guidance)))))))))))) ","does not lend itself to *PRO* solving the problems of racism , teen pregnancy or lack of parental support or guidance"
nw/wsj/06/wsj_0664,80,"(TOP (S (NP-SBJ-1 (NNS Investors))(ADVP-TMP (RB usually))(VP (VBP do)(RB n't)(VP (VB want)(S (NP-SBJ (-NONE- *PRO*-1))(VP (TO to)(VP (VB take)(NP (NP (JJ physical)(NN delivery))(PP (IN of)(NP (DT a)(NN contract)))))))(, ,)(S-ADV (NP-SBJ-2 (-NONE- *PRO*-1))(VP (VBG preferring)(ADVP (RB instead))(S (NP-SBJ (-NONE- *PRO*-2))(VP (TO to)(VP (VP (VB profit)(PP-CLR (IN from)(NP (PRP$ its)(NN price)(NNS swings))))(CC and)(ADVP-TMP (RB then))(VP (VB end)(NP (DT any)(NN obligation)(S (NP-SBJ (-NONE- *PRO*))(VP (TO to)(VP (VP (VB take)(NP (NN delivery)))(CC or)(VP (VB make)(NP (NN delivery)))(SBAR-TMP (IN as)(S (NP-SBJ (PRP it))(VP (VBZ nears)(NP (NN expiration)))))))))))))))))(. .)))","Investors usually do n't want *PRO*-1 to take physical delivery of a contract , *PRO*-1 preferring instead *PRO*-2 to profit from its price swings and then end any obligation *PRO* to take delivery or make delivery as it nears expiration .","(VP (VBP do) (RB n't) (VP (VB want) (S (NP-SBJ (-NONE- *PRO*-1)) (VP (TO to) (VP (VB take) (NP (NP (JJ physical) (NN delivery)) (PP (IN of) (NP (DT a) (NN contract))))))) (, ,) (S-ADV (NP-SBJ-2 (-NONE- *PRO*-1)) (VP (VBG preferring) (ADVP (RB instead)) (S (NP-SBJ (-NONE- *PRO*-2)) (VP (TO to) (VP (VP (VB profit) (PP-CLR (IN from) (NP (PRP$ its) (NN price) (NNS swings)))) (CC and) (ADVP-TMP (RB then)) (VP (VB end) (NP (DT any) (NN obligation) (S (NP-SBJ (-NONE- *PRO*)) (VP (TO to) (VP (VP (VB take) (NP (NN delivery))) (CC or) (VP (VB make) (NP (NN delivery))) (SBAR-TMP (IN as) (S (NP-SBJ (PRP it)) (VP (VBZ nears) (NP (NN expiration))))))))))))))))) ","do n't want *PRO*-1 to take physical delivery of a contract , *PRO*-1 preferring instead *PRO*-2 to profit from its price swings and then end any obligation *PRO* to take delivery or make delivery as it nears expiration"
nw/wsj/24/wsj_2444,45,(TOP (SBARQ (WHNP-2 (WDT What)(NML (JJ real)(HYPH -)(NN estate))(NN strategy))(SQ (MD should)(NP-SBJ (NN one))(VP (VB follow)(NP (-NONE- *T*-2))(PP-LOC (IN in)(NP (NP (DT a)(JJ metropolitan)(NN area))(SBAR (WHNP-1 (WP$ whose)(JJ economic)(NN health))(S (NP-SBJ (-NONE- *T*-1))(VP (VBZ is)(RB not)(ADJP-PRD (ADJP (RB as)(JJ easy)(SBAR (WHNP-3 (-NONE- 0))(S (NP-SBJ (-NONE- *PRO*))(VP (TO to)(VP (VB determine)(NP (-NONE- *T*-3)))))))(PP (IN as)(NP (NP (NNP Houston)(POS 's))(CC or)(NP (NNP Denver)(POS 's))))))))))))(. ?))),What real - estate strategy should one follow *T*-2 in a metropolitan area whose economic health *T*-1 is not as easy 0 *PRO* to determine *T*-3 as Houston 's or Denver 's ?,(VP (VBZ is) (RB not) (ADJP-PRD (ADJP (RB as) (JJ easy) (SBAR (WHNP-3 (-NONE- 0)) (S (NP-SBJ (-NONE- *PRO*)) (VP (TO to) (VP (VB determine) (NP (-NONE- *T*-3))))))) (PP (IN as) (NP (NP (NNP Houston) (POS 's)) (CC or) (NP (NNP Denver) (POS 's)))))) ,is not as easy 0 *PRO* to determine *T*-3 as Houston 's or Denver 's
nw/wsj/24/wsj_2402,27,"(TOP (S (S (NP-SBJ (NNP Michelle))(VP (VBZ lives)(PP-LOC-CLR (IN in)(NP (DT a)(NN hotel)(NN room)))))(, ,)(CC and)(S (SBAR-ADV (IN although)(S (NP-SBJ (PRP she))(VP (VBZ drives)(NP (DT a)(ADJP (NN canary)(HYPH -)(VBN colored))(NNP Porsche)))))(, ,)(NP-SBJ (PRP she))(VP (VBZ has)(RB n't)(NP (NP (NN time))(SBAR (WHADVP-3 (-NONE- 0))(S (NP-SBJ (-NONE- *PRO*))(VP (TO to)(VP (VB clean)(CC or)(VB repair)(NP (PRP it))(ADVP-TMP (-NONE- *T*-3)))))))))(: ;)(S (NP-SBJ-1 (DT the)(ADJP (VBN beat)(HYPH -)(RP up))(NN vehicle))(VP (MD can)(VP (VB be)(VP (VBN started)(NP (-NONE- *-1))(PP (ADVP (RB only))(IN with)(NP (NP (DT a)(JJ huge)(NN pair))(PP (IN of)(NP (NNS pliers)))))(SBAR-PRP (IN because)(S (NP-SBJ (DT the)(NN ignition)(NN key))(VP (VBZ has)(VP (VBN broken)(PRT (RP off))(PP-LOC (IN in)(NP (DT the)(NN lock)))))))))))(. .)))","Michelle lives in a hotel room , and although she drives a canary - colored Porsche , she has n't time 0 *PRO* to clean or repair it *T*-3 ; the beat - up vehicle can be started *-1 only with a huge pair of pliers because the ignition key has broken off in the lock .",(VP (VBZ has) (RB n't) (NP (NP (NN time)) (SBAR (WHADVP-3 (-NONE- 0)) (S (NP-SBJ (-NONE- *PRO*)) (VP (TO to) (VP (VB clean) (CC or) (VB repair) (NP (PRP it)) (ADVP-TMP (-NONE- *T*-3)))))))) ,has n't time 0 *PRO* to clean or repair it *T*-3
nw/wsj/24/wsj_2432,21,(TOP (S (NP-SBJ (DT The)(NN offer))(VP (VBZ does)(RB n't)(VP (VB include)(NP (NP (NNP Bonwit)(NNP Teller))(CC or)(NP (NNP B.)(NNP Altman)))))(. .))),The offer does n't include Bonwit Teller or B. Altman .,(VP (VBZ does) (RB n't) (VP (VB include) (NP (NP (NNP Bonwit) (NNP Teller)) (CC or) (NP (NNP B.) (NNP Altman))))) ,does n't include Bonwit Teller or B. Altman
nw/wsj/24/wsj_2412,17,(TOP (FRAG (CC But)(WHNP (WP what))(PP (IN about)(NP (NP (NP (DT those))(PP (IN of)(NP (PRP us))))(SBAR (WHNP-2 (WP$ whose)(NNS views))(S (NP-SBJ-1 (-NONE- *T*-2))(VP (VBP are)(RB not)(VP (VBN predetermined)(NP (-NONE- *-1))(PP (IN by)(NP-LGS (NN formula)(CC or)(NN ideology)))))))))(. ?))),But what about those of us whose views *T*-2 are not predetermined *-1 by formula or ideology ?,(VP (VBP are) (RB not) (VP (VBN predetermined) (NP (-NONE- *-1)) (PP (IN by) (NP-LGS (NN formula) (CC or) (NN ideology))))) ,are not predetermined *-1 by formula or ideology
nw/wsj/24/wsj_2412,68,(TOP (S (NP-SBJ (PRP They))(VP (VBP are)(RB not)(ADJP-PRD (JJ enrolled)(PP (IN in)(NP (NP (JJ high)(NN school))(CC or)(NP (NN college))))))(. .))),They are not enrolled in high school or college .,(VP (VBP are) (RB not) (ADJP-PRD (JJ enrolled) (PP (IN in) (NP (NP (JJ high) (NN school)) (CC or) (NP (NN college)))))) ,are not enrolled in high school or college
nw/wsj/23/wsj_2376,71,"(TOP (S (S (NP-SBJ (NP (DT These)(NNS sorts))(PP (IN of)(NP (NNS takeovers))))(VP (VBP do)(RB n't)(VP (VB require)(NP (NP (NP (NN junk)(NNS bonds))(CC or)(NP (JJ big)(NN bank)(NNS loans)))(SBAR (WHNP-2 (-NONE- 0))(S (NP-SBJ (-NONE- *T*-2))(VP (TO to)(VP (VB finance)(NP (PRP them))))))))))(, ,)(IN so)(S (NP-SBJ (NNP Mr.)(NNP Gabelli))(VP (NNS figures)(SBAR (-NONE- 0)(S (NP-SBJ (PRP they))(VP (MD will)(VP (VB continue)))))))(. .)))","These sorts of takeovers do n't require junk bonds or big bank loans 0 *T*-2 to finance them , so Mr. Gabelli figures 0 they will continue .",(VP (VBP do) (RB n't) (VP (VB require) (NP (NP (NP (NN junk) (NNS bonds)) (CC or) (NP (JJ big) (NN bank) (NNS loans))) (SBAR (WHNP-2 (-NONE- 0)) (S (NP-SBJ (-NONE- *T*-2)) (VP (TO to) (VP (VB finance) (NP (PRP them))))))))) ,do n't require junk bonds or big bank loans 0 *T*-2 to finance them
nw/wsj/23/wsj_2357,10,"(TOP (S (PP-LOC (IN In)(NP (NNP Florida)))(, ,)(NP-SBJ (NP (NNP Renee)(NNP Mottram))(, ,)(NP (NP (DT a)(JJ senior)(NN vice)(NN president))(PP-LOC (IN at)(NP (NNP DWG))))(, ,))(VP (VBD responded)(: :)(SBAR (-NONE- 0)(`` ``)(S (NP-SBJ (PRP We))(VP (VBP do)(RB n't)(VP (VB think)(SBAR (-NONE- 0)(S (NP-SBJ (DT any)(NN individual)(CC or)(NN group))(VP (MD should)(VP (VP (VB disrupt)(NP (DT a)(JJ winning)(NN system)))(CC or)(ADVP-MNR (RB illegally))(VP (VB interfere)(PP-CLR (IN with)(NP (JJ existing)(JJ contractual)(NNS relationships))))(PP-PRP (IN for)(NP (PRP$ their)(JJ own)(ADJP (NN self)(HYPH -)(VBG serving))(NNS motives))))))))))))(. .)))","In Florida , Renee Mottram , a senior vice president at DWG , responded : 0 `` We do n't think 0 any individual or group should disrupt a winning system or illegally interfere with existing contractual relationships for their own self - serving motives .",(VP (VBP do) (RB n't) (VP (VB think) (SBAR (-NONE- 0) (S (NP-SBJ (DT any) (NN individual) (CC or) (NN group)) (VP (MD should) (VP (VP (VB disrupt) (NP (DT a) (JJ winning) (NN system))) (CC or) (ADVP-MNR (RB illegally)) (VP (VB interfere) (PP-CLR (IN with) (NP (JJ existing) (JJ contractual) (NNS relationships)))) (PP-PRP (IN for) (NP (PRP$ their) (JJ own) (ADJP (NN self) (HYPH -) (VBG serving)) (NNS motives))))))))) ,do n't think 0 any individual or group should disrupt a winning system or illegally interfere with existing contractual relationships for their own self - serving motives
